,lineID,characterID,movieID,character,text
L450892,L450892,u7142,m479,VIVIAN,"I had a little problem in one store.  I wasn't dressed right. I don't know what to say.  I don't belong there.  Maybe I'll just go back to Bridget.  She was cool.
"
L450891,L450891,u7133,m479,EDWARD,"Was someone rude to you?
"
L450890,L450890,u7142,m479,VIVIAN,"Well, you know those cold bitches that work in those stores and try to intimidate you?  It works.
"
L450889,L450889,u7133,m479,EDWARD,"Why not?
"
L450888,L450888,u7142,m479,VIVIAN,"I wasn't as much fun as I thought it was going to be.
"
L450887,L450887,u7133,m479,EDWARD,"I still don't understand why you only bought one dress.
"
L450885,L450885,u7142,m479,VIVIAN,"Uh-uh.  No work.
"
L450884,L450884,u7133,m479,EDWARD,"I have work to do.
"
L450883,L450883,u7142,m479,VIVIAN,"Yeah, it's this box, it has pictures, sound.  You don't have to use your brain at all.
"
L450882,L450882,u7133,m479,EDWARD,"Television?
"
L450881,L450881,u7142,m479,VIVIAN,"Know what we're gonna do in a little while then?  We're gonna call Domino's and have'm deliver a bigass pizza.  We're gonna eat it in bed.  We're gonna veg' out and watch television.
"
L450879,L450879,u7142,m479,VIVIAN,"We're the exactly the same!  Kit keeps telling me don't get emotional when you turn tricks -- that's why no kissing -- it's too personal. The key is like you're saying, stay numb, don't get involved -- when I'm with a guy, I'm a robot, I just do it.  Except with you.  At your price I give my all...
"
L450878,L450878,u7133,m479,EDWARD,"Whether I liked him or not is irrelevant.  It's business. There's no emotion involved in business... if you want to survive.
"
L450877,L450877,u7142,m479,VIVIAN,"You liked the guy, though.
"
L450876,L450876,u7133,m479,EDWARD,"Upset.  No.  I never get upset about business.
"
L450875,L450875,u7142,m479,VIVIAN,"You're upset, huh?
"
L450870,L450870,u7142,m479,VIVIAN,"Some game.  Screwin' some poor slob out of his retirement.
"
L450869,L450869,u7133,m479,EDWARD,"And that's the way the game is played.
"
L450838,L450838,u7142,m479,VIVIAN,"You're forgiven.
"
L450837,L450837,u7133,m479,EDWARD,"I'm sorry.
"
L450784,L450784,u7142,m479,VIVIAN,"Oooh!
"
L450783,L450783,u7133,m479,EDWARD,"I thought I told you not to answer the phone.
"
L450782,L450782,u7142,m479,VIVIAN,"Hello?
"
L450781,L450781,u7133,m479,EDWARD,"Thank you <u>very much</u>.
"
L450780,L450780,u7142,m479,VIVIAN,"... all right.  I'll meet you in the lobby.  But only cause you're paying me to.
"
L450779,L450779,u7133,m479,EDWARD,"I think you'll approve.
"
L450778,L450778,u7142,m479,VIVIAN,"Any good?
"
L450777,L450777,u7133,m479,EDWARD,"The Rex.
"
L450776,L450776,u7142,m479,VIVIAN,"Go by yourself then.  Where you taking me anyway?
"
L450775,L450775,u7133,m479,EDWARD,"This isn't a date.
"
L450774,L450774,u7142,m479,VIVIAN,"No, I don't ""got it"".  Even the farmboys back in Georgia come to the door when they're taking you on a date.
"
L450773,L450773,u7133,m479,EDWARD,"Let's hope so.  You'll get some more clothes tomorrow.  I'll be pushed for time so meet me in the hotel lobby at seven forty-five sharp.  Got it?
"
L450772,L450772,u7142,m479,VIVIAN,"It's very tasteful.  I think you'll especially like the zipper in the crotch.  I'm -- joking.
"
L450771,L450771,u7133,m479,EDWARD,"Just one?  Christ... I hope it's appropriate.
"
L450770,L450770,u7142,m479,VIVIAN,"I got a dress, yeah.
"
L450769,L450769,u7133,m479,EDWARD,"Did you buy some clothes?
"
L450768,L450768,u7142,m479,VIVIAN,"Tsk, believe me, this will be the last time.
"
L450767,L450767,u7133,m479,EDWARD,"Never answer the phone.  Ever.
"
L450671,L450671,u7133,m479,EDWARD,"Three thousand for five days. And Vivian, I will let you go.
"
L450670,L450670,u7142,m479,VIVIAN,"Look butthead, I'll treat you so nice you'll never want to let me go, okay?
"
L450669,L450669,u7133,m479,EDWARD,"I'm not just talking about sex.
"
L450668,L450668,u7142,m479,VIVIAN,"Holy shit.
"
L450667,L450667,u7133,m479,EDWARD,"Done.
"
L450666,L450666,u7142,m479,VIVIAN,"Three.
"
L450665,L450665,u7133,m479,EDWARD,"All right, two thousand.
"
L450664,L450664,u7142,m479,VIVIAN,"But you want days too.
"
L450663,L450663,u7133,m479,EDWARD,"Vivian, may I point out five more nights at three hundred a night is only 1,500.
"
L450662,L450662,u7142,m479,VIVIAN,"Four thousand.
"
L450661,L450661,u7142,m479,VIVIAN,"Five full nights... days too?
"
L450660,L450660,u7133,m479,EDWARD,"Of course.  How much?
"
L450659,L450659,u7142,m479,VIVIAN,"It'd cost you.
"
L450657,L450657,u7133,m479,EDWARD,"I'm in town until Saturday.
"
L450656,L450656,u7142,m479,VIVIAN,"What?
"
L450655,L450655,u7133,m479,EDWARD,"All right.  How much for the week?
"
L450644,L450644,u7133,m479,EDWARD,"Don't drown.
"
L450643,L450643,u7142,m479,VIVIAN,"I fucked the debate team in high school.  Tsk.  I had a grampa. He liked ties on Sundays.  You mind if I take a swim in your bathtub before I hit it?
"
L450642,L450642,u7133,m479,EDWARD,"Where'd you learn to do this?
"
L450641,L450641,u7142,m479,VIVIAN,"There, see?  Now the emblem is right in the middle of the knot.
"
L450640,L450640,u7133,m479,EDWARD,"Not... quite.
"
L450639,L450639,u7142,m479,VIVIAN,"Sorta like stealing cars and selling'm for parts, huh?
"
L450638,L450638,u7133,m479,EDWARD,"Assets are anything of value a company owns.  Sometimes the pieces are worth more than the whole.  By selling them off, I make a profit.
"
L450637,L450637,u7142,m479,VIVIAN,"C'mon, I might buy a company some day.
"
L450636,L450636,u7133,m479,EDWARD,"Vivian --
"
L450635,L450635,u7142,m479,VIVIAN,"What are assets?
"
L450634,L450634,u7133,m479,EDWARD,"By breaking up a company's assets --
"
L450633,L450633,u7142,m479,VIVIAN,"What?  Why?
"
L450632,L450632,u7133,m479,EDWARD,"I sell them.
"
L450631,L450631,u7142,m479,VIVIAN,"So what a ya do with the companies once you buy'm?
"
L450630,L450630,u7142,m479,VIVIAN,"... dollars?
"
L450629,L450629,u7133,m479,EDWARD,"The one I'm buying this week will cost around 150 million.
"
L450628,L450628,u7142,m479,VIVIAN,"No shit.  They expensive?
"
L450627,L450627,u7133,m479,EDWARD,"I buy companies.
"
L450626,L450626,u7142,m479,VIVIAN,"""Occupational hazard"".
"
L450625,L450625,u7133,m479,EDWARD,"No?  Why's that?
"
L450624,L450624,u7142,m479,VIVIAN,"I like guys if that's what you're asking.  Not that I trust'm.
"
L450623,L450623,u7133,m479,EDWARD,"Do you ever... enjoy it?
"
L450622,L450622,u7133,m479,EDWARD,"I'd say you give a good dollar value.
"
L450621,L450621,u7142,m479,VIVIAN,"I just hope it was worth three hundred bucks.
"
L450620,L450620,u7133,m479,EDWARD,"Mmm, I could tell.
"
L450619,L450619,u7142,m479,VIVIAN,"Oooh, Baby, you were the best. I was beside myself.
"
L450618,L450618,u7133,m479,EDWARD,"I took the couch.  I had some work to do.  About last night...
"
L450617,L450617,u7142,m479,VIVIAN,"Where'd you go?
"
L450616,L450616,u7133,m479,EDWARD,"Occupational hazard?
"
L450615,L450615,u7142,m479,VIVIAN,"Yeah.  Too good.  I forgot where I was.
"
L450614,L450614,u7133,m479,EDWARD,"Did you sleep well?
"
L450612,L450612,u7133,m479,EDWARD,"No hurry.  Would you like some breakfast?
"
L450611,L450611,u7142,m479,VIVIAN,"You didn't wake me.  I'll be out of here in a minute.
"
L450610,L450610,u7133,m479,EDWARD,"Good morning.
"
L450599,L450599,u7142,m479,VIVIAN,"If I want you to turn me on I'll pay <u>you</u> three hundred.  Just lay back and let me drive.
"
L450598,L450598,u7133,m479,EDWARD,"What do you like?
"
L450596,L450596,u7133,m479,EDWARD,"Yes...
"
L450595,L450595,u7142,m479,VIVIAN,"Just a romantic, that's you.
"
L450594,L450594,u7133,m479,EDWARD,"You really are a very beautiful girl.
"
L450593,L450593,u7133,m479,EDWARD,"Vivian... the meter's running... cooperate.
"
L450592,L450592,u7142,m479,VIVIAN,"Jesus, you act like you're seducing some Valley girl you picked up in a dance club.
"
L450591,L450591,u7133,m479,EDWARD,"Because they bring out the flavor of the champagne.
"
L450590,L450590,u7142,m479,VIVIAN,"Why?
"
L450589,L450589,u7133,m479,EDWARD,"Try a strawberry.
"
L450588,L450588,u7142,m479,VIVIAN,"Oooh, thank god.
"
L450587,L450587,u7133,m479,EDWARD,"It's a very good year.
"
L450586,L450586,u7133,m479,EDWARD,"They should be.  They're both good at it.
"
L450585,L450585,u7142,m479,VIVIAN,"Where are they?  Shopping together?
"
L450583,L450583,u7142,m479,VIVIAN,"Tsk.  Excuse me, I didn't think he had change for a hundred.
"
L450582,L450582,u7133,m479,EDWARD,"I think he wanted you to tip him.
"
L450575,L450575,u7142,m479,VIVIAN,"I've known a lot of everybody.
"
L450574,L450574,u7133,m479,EDWARD,"Sounds like you've known a lot of lawyers.
"
L450573,L450573,u7142,m479,VIVIAN,"I dunno... you have that sharp, useless look.
"
L450572,L450572,u7133,m479,EDWARD,"And why do you say that?
"
L450571,L450571,u7142,m479,VIVIAN,"Let me guess, you're a... lawyer.
"
L450570,L450570,u7133,m479,EDWARD,"Uh-huh.
"
L450569,L450569,u7142,m479,VIVIAN,"Right.  So!  In town on business?
"
L450568,L450568,u7133,m479,EDWARD,"Let's talk some more first.
"
L450567,L450567,u7133,m479,EDWARD,"Fair enough.
"
L450566,L450566,u7142,m479,VIVIAN,"Well, the meter's running, it's your money.  Speaking of which, cash'll do.  In advance.
"
L450565,L450565,u7133,m479,EDWARD,"Always.
"
L450564,L450564,u7142,m479,VIVIAN,"Do you plan everything?
"
L450563,L450563,u7133,m479,EDWARD,"Want to know something?  I don't quite know.  I hadn't planned this.
"
L450560,L450560,u7133,m479,EDWARD,"-- and a bowl of strawberries. Thank you.
"
L450559,L450559,u7142,m479,VIVIAN,"Can I have some chips?
"
L450558,L450558,u7133,m479,EDWARD,"Send up a bottle of Crystal champagne.
"
L450557,L450557,u7142,m479,VIVIAN,"Diet coke.
"
L450556,L450556,u7133,m479,EDWARD,"Room service.  What do you drink?
"
L450549,L450549,u7133,m479,EDWARD,"Exactly.
"
L450548,L450548,u7142,m479,VIVIAN,"Off the boulevard.
"
L450547,L450547,u7133,m479,EDWARD,"Every place has hookers, but if this hotel has hookers, they don't look like they're...
"
L450546,L450546,u7142,m479,VIVIAN,"You mean they don't have hookers.
"
L450545,L450545,u7133,m479,EDWARD,"You may feel more comfortable. This is not the kind of place that rents rooms by the hour.
"
L450544,L450544,u7142,m479,VIVIAN,"Why?
"
L450543,L450543,u7133,m479,EDWARD,"My raincoat's in the back.  Put it on.
"
L450541,L450541,u7133,m479,EDWARD,"Then let's go.  It's worth 300 just so I don't have to drive.
"
L450540,L450540,u7142,m479,VIVIAN,"Better believe it.
"
L450539,L450539,u7133,m479,EDWARD,"You know how to drive a stick?
"
L450538,L450538,u7142,m479,VIVIAN,"What?
"
L450537,L450537,u7133,m479,EDWARD,"Get in.  This side.
"
L450536,L450536,u7142,m479,VIVIAN,"Edward... you got it!
"
L450535,L450535,u7133,m479,EDWARD,"Edward.  My name is Edward.
"
L450534,L450534,u7142,m479,VIVIAN,"What's your name, lover.
"
L450533,L450533,u7133,m479,EDWARD,"Fine.
"
L450532,L450532,u7142,m479,VIVIAN,"Three hundred.
"
L450530,L450530,u7142,m479,VIVIAN,"You couldn't afford it.
"
L450529,L450529,u7133,m479,EDWARD,"Vivian, how much to put up with me for the entire night?
"
L450528,L450528,u7142,m479,VIVIAN,"No, but it's getting there.
"
L450527,L450527,u7133,m479,EDWARD,"Neither do I.  A hundred bucks an hour though. That's pretty stiff.
"
L450526,L450526,u7142,m479,VIVIAN,"I never joke about money.
"
L450525,L450525,u7133,m479,EDWARD,"You're joking.
"
L450524,L450524,u7142,m479,VIVIAN,"For an hour.
"
L450523,L450523,u7133,m479,EDWARD,"For the whole night?
"
L450522,L450522,u7142,m479,VIVIAN,"Company would cost you... a hundred dollars.
"
L450521,L450521,u7133,m479,EDWARD,"What do you charge for company, Vivian?
"
L450519,L450519,u7142,m479,VIVIAN,"You don't know habits, you think this is ugly.
"
L450518,L450518,u7133,m479,EDWARD,"Ugly habit, biting your nails.
"
L450517,L450517,u7133,m479,EDWARD,"Sorry.  If I did, I didn't mean to.
"
L450516,L450516,u7142,m479,VIVIAN,"If you're making fun of me, I don't like it.
"
L450515,L450515,u7133,m479,EDWARD,"Very good.  You ought to have that printed up on your business card.
"
L450514,L450514,u7142,m479,VIVIAN,"Tell me about it.  L.A. is suffering from a wacko epidemic. And who knows where half the guys I pick up have been.  I mean, I use condoms.  Always.  And I get checked out once a month at the free clinic.  Not only am I better in the sack than an amateur, I'm probably safer.
"
L450513,L450513,u7133,m479,EDWARD,"Must be dangerous.  Hooking.
"
L450512,L450512,u7142,m479,VIVIAN,"Day jobs, yeah.  I've tried them.  Turn right.
"
L450511,L450511,u7133,m479,EDWARD,"So do day jobs.
"
L450510,L450510,u7142,m479,VIVIAN,"It pays.
"
L450509,L450509,u7133,m479,EDWARD,"You like being a hooker, Vivian?
"
L450508,L450508,u7142,m479,VIVIAN,"What do you want it to be?  Vivian, my name's Vivian.
"
L450507,L450507,u7133,m479,EDWARD,"What's your name?
"
L450506,L450506,u7142,m479,VIVIAN,"Yeah, I peed in the fountain there once.  Give me a break.
"
L450505,L450505,u7133,m479,EDWARD,"Regent Beverly Wilshire.  I bet you know it.
"
L450504,L450504,u7142,m479,VIVIAN,"Okay, what <u>ho</u>tel?
"
L450503,L450503,u7133,m479,EDWARD,"<u>Ho</u>tel.
"
L450502,L450502,u7142,m479,VIVIAN,"What motel you staying at?
"
L450501,L450501,u7133,m479,EDWARD,"New York.
"
L450500,L450500,u7142,m479,VIVIAN,"You're not from L.A., huh?
"
L450499,L450499,u7133,m479,EDWARD,"Very good.  You're obviously mechanical.
"
L450498,L450498,u7133,m479,EDWARD,"If you can figure it out, be my guest.
"
L450497,L450497,u7142,m479,VIVIAN,"Mind if I turn on some heat?
"
L450496,L450496,u7133,m479,EDWARD,"Not exactly.
"
L450495,L450495,u7142,m479,VIVIAN,"Stolen?
"
L450494,L450494,u7133,m479,EDWARD,"No.
"
L450493,L450493,u7142,m479,VIVIAN,"Nice car.  Yours?
"
L450490,L450490,u7133,m479,EDWARD,"Sit-and-spin.  Alright... why not?
"
L450489,L450489,u7142,m479,VIVIAN,"Sit... and spin.
"
L450488,L450488,u7133,m479,EDWARD,"Why don't you just do it out of the kindness of your heart?
"
L450487,L450487,u7142,m479,VIVIAN,"The price just went up to ten.
"
L450486,L450486,u7133,m479,EDWARD,"That's ridiculous.
"
L450485,L450485,u7142,m479,VIVIAN,"Sure.  For five bucks.
"
L450484,L450484,u7133,m479,EDWARD,"Good.  Can you tell me how to get to Beverly Hills?
"
L450483,L450483,u7142,m479,VIVIAN,"Actually, I'm a movie star out for a walk.
"
L450482,L450482,u7133,m479,EDWARD,"No, you look like a hooker.
"
L450481,L450481,u7142,m479,VIVIAN,"Great.  What do I look like a tourguide?
"
L450480,L450480,u7133,m479,EDWARD,"Yes.
"
L450479,L450479,u7142,m479,VIVIAN,"What?  You gonna tell me you're lost?
"
L450478,L450478,u7133,m479,EDWARD,"Uh, no.  How do I get to Beverly Hills?
"
L450477,L450477,u7142,m479,VIVIAN,"You looking' for some company?
"
L450476,L450476,u7133,m479,EDWARD,"What's that?
"
L450475,L450475,u7142,m479,VIVIAN,"Hey Sugar, you lookin' for a date?
"
L451053,L451053,u7133,m479,EDWARD,"Afternoon.
"
L450834,L450834,u7133,m479,EDWARD,"Thank you.
"
L450830,L450830,u7133,m479,EDWARD,"My what?
"
L450828,L450828,u7133,m479,EDWARD,"Of course, yes.  If you'll excuse me just a moment --
"
L451239,L451239,u7133,m479,EDWARD,"Yes.
"
L451237,L451237,u7133,m479,EDWARD,"And I don't like what we've become.  I'll cover any losses you have on this one.  Now get out, you asshole!
"
L451235,L451235,u7133,m479,EDWARD,"I think I broke my hand.  You're fired.
"
L451217,L451217,u7133,m479,EDWARD,"Have a good day, gentlemen.
"
L451210,L451210,u7133,m479,EDWARD,"I suppose you'd use them as collateral on new loans, wouldn't you?
"
L451204,L451204,u7133,m479,EDWARD,"Let him answer.
"
L451109,L451109,u7133,m479,EDWARD,"Give me twenty minutes.
"
L451107,L451107,u7133,m479,EDWARD,"Why?
"
L451105,L451105,u7133,m479,EDWARD,"I'm up.
"
L451050,L451050,u7133,m479,EDWARD,"Goodbye, Bill.
"
L451048,L451048,u7133,m479,EDWARD,"Bill?  Stop panicking.  Kross isn't going anywhere and I don't need to spend the rest of the day watching his stock go down.  I'll be in the office tomorrow.
"
L451012,L451012,u7133,m479,EDWARD,"Christ, Bill, she's not a spy, she's a hooker.  I picked her up off Hollywood Boulevard.
"
L451010,L451010,u7133,m479,EDWARD,"You're being ridiculous.
"
L451008,L451008,u7133,m479,EDWARD,"She met him at dinner last night... I like this tie.
"
L451006,L451006,u7133,m479,EDWARD,"Why do you want to know?
"
L451004,L451004,u7133,m479,EDWARD,"Vivian's in sales.
"
L451002,L451002,u7133,m479,EDWARD,"Yes...
"
L451000,L451000,u7133,m479,EDWARD,"The night I left your house, I was lost.  I was looking for directions.
"
L450998,L450998,u7133,m479,EDWARD,"We just did.
"
L450958,L450958,u7133,m479,EDWARD,"Bill, I'd like you to meet Vivian.
"
L450929,L450929,u7133,m479,EDWARD,"Come on, Bill, don't talk to me about how much money's involved. It's my money.
"
L450913,L450913,u7133,m479,EDWARD,"Do it.
"
L450911,L450911,u7133,m479,EDWARD,"I want the treatment plant licenses to be top priority right now.
"
L450909,L450909,u7133,m479,EDWARD,"Put the pension funds on hold until I say otherwise.
"
L450907,L450907,u7133,m479,EDWARD,"Someone's loaning it to him. Get on it right away.
"
L450749,L450749,u7133,m479,EDWARD,"No one you know.
"
L450747,L450747,u7133,m479,EDWARD,"What time's diner tonight?
"
L450742,L450742,u7133,m479,EDWARD,"We don't have the time to bring someone new up to speed. Besides...  You've already impressed everyone you need to, haven't you?
"
L450652,L450652,u7133,m479,EDWARD,"I'm here.
"
L450609,L450609,u7133,m479,EDWARD,"I'll bring it back.
"
